"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/mocha-6.2.0/package/mocha.js","12095","39","12095","125"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/mocha-6.2.0/package/mocha.js","12185","36","12185","111"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/mocha-6.2.0/package/mocha.js","12190","43","12190","118"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/mocha-6.2.0/package/mocha.js","12196","41","12196","111"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/mocha-6.2.0/package/mocha.js","12398","40","12398","108"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","140","7","140","71"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","272","11","272","45"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","321","31","321","63"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","325","13","325","45"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","668","60","668","91"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","1237","12","1237","41"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","1344","91","1344","131"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","1346","20","1346","60"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","1349","13","1349","64"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","1368","91","1368","131"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","1370","20","1370","60"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","1375","18","1375","58"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","1378","15","1378","58"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","1431","72","1431","100"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","1502","29","1502","66"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","1725","26","1725","60"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","1786","64","1786","90"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","1814","137","1814","169"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","1817","24","1824","4"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","1825","46","1825","96"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","2008","18","2008","59"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","2054","11","2054","49"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","2142","67","2142","96"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","2191","22","2191","54"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","2197","67","2197","96"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","2307","15","2307","48"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","2367","17","2367","44"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","2454","17","2454","44"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","2497","17","2497","44"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","2534","20","2534","47"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","2633","63","2633","90"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","2654","13","2654","46"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","2676","17","2676","44"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","2702","17","2702","44"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","2730","17","2730","44"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","2784","16","2784","43"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","2816","16","2816","42"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","2851","68","2851","100"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","2860","16","2860","43"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","2972","16","2972","48"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","3560","5","3560","53"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","3573","3","3911","5"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","3681","88","3681","123"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","3696","64","3696","95"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","3760","65","3760","95"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","3855","14","3855","49"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","4144","5","4144","52"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","4165","3","4466","5"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","4182","13","4182","57"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","4515","3","4515","50"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","4523","5","4523","53"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","4524","12","4524","169"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","4524","86","4524","128"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","4536","3","4606","5"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","4695","21","4695","51"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","4717","16","4717","53"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","6034","20","6034","52"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","6094","16","6094","62"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","6108","18","6108","61"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","6652","18","6652","62"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","7418","5","7418","48"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","7451","3","8069","5"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","8129","5","8129","57"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","8132","3","8242","5"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","8165","65","8165","96"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","8708","20","8708","62"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","8709","22","8709","64"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","8712","52","8712","90"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","8712","119","8712","162"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","9798","9","9798","58"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","9807","18","9807","62"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","9956","59","9956","89"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","9975","59","9975","89"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","9992","59","9992","89"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","10026","48","10026","78"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","10052","59","10052","89"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","12208","7","12208","44"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","12693","29","12693","69"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","13172","5","13172","56"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","13208","3","13965","5"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","13221","68","13221","100"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","13661","68","13661","105"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","13948","65","13948","109"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","14014","93","14014","132"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","14126","3","14126","56"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","14134","5","14134","59"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","14136","17","14136","186"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","14136","97","14136","145"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","14151","3","14322","5"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","14381","5","14381","48"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","14424","3","15163","5"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","15070","32","15070","77"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","15083","33","15083","79"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","15093","20","15093","62"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","15098","125","15098","170"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","15101","32","15101","77"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","15213","3","15213","55"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","15221","5","15221","58"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","15222","12","15222","179"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","15222","91","15222","138"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","15236","3","15376","5"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","15414","5","15414","55"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","15427","3","15539","5"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","16747","70","16747","110"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","17827","18","17827","71"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","17839","18","17839","62"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","17849","18","17849","57"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","17855","22","17855","66"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","17869","18","17869","59"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","17879","18","17879","64"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","18552","26","18552","61"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","20973","5","20973","49"
"Code injection custom 2","Interpreting unsanitized user input as code allows a malicious user arbitrary code execution. Pattern for comman execution; example: (1, eval)(data)","warning","Got it!","/vis-4.21.0-EOL/package/dist/vis.js","20995","3","21111","5"
